"agency_cd","site_no","Date","GH","GH_cd"
"USGS","03447687",2011-12-12,5.67,"A"
"USGS","03447687",2011-12-13,5.51,"A"
"USGS","03447687",2011-12-14,5.38,"A"
"USGS","03447687",2011-12-15,5.27,"A"
"USGS","03447687",2011-12-16,5.29,"A"
"USGS","03447687",2011-12-17,5.4,"A"
"USGS","03447687",2011-12-18,5.17,"A"
"USGS","03447687",2011-12-19,5.05,"A"
"USGS","03447687",2011-12-20,4.99,"A"
"USGS","03447687",2011-12-21,5.08,"A"
"USGS","03447687",2011-12-22,5.95,"A"
"USGS","03447687",2011-12-23,8.77,"A"
"USGS","03447687",2011-12-24,8.23,"A"
"USGS","03447687",2011-12-25,6.7,"A"
"USGS","03447687",2011-12-26,6.09,"A"
"USGS","03447687",2011-12-27,7.01,"A"
"USGS","03447687",2011-12-28,7.67,"A"
"USGS","03447687",2011-12-29,6.67,"A"
"USGS","03447687",2011-12-30,6.22,"A"
"USGS","03447687",2011-12-31,5.97,"A"
"USGS","03447687",2012-01-01,5.78,"A"
"USGS","03447687",2012-01-02,5.64,"A"
"USGS","03447687",2012-01-03,5.5,"A"
"USGS","03447687",2012-01-04,5.38,"A"
"USGS","03447687",2012-01-05,5.34,"A"
"USGS","03447687",2012-01-06,5.28,"A"
"USGS","03447687",2012-01-07,5.22,"A"
"USGS","03447687",2012-01-08,5.18,"A"
"USGS","03447687",2012-01-09,5.16,"A"
"USGS","03447687",2012-01-10,5.18,"A"
"USGS","03447687",2012-01-11,6.36,"A"
"USGS","03447687",2012-01-12,8.29,"A"
"USGS","03447687",2012-01-13,6.93,"A"
"USGS","03447687",2012-01-14,6.16,"A"
"USGS","03447687",2012-01-15,5.88,"A"
"USGS","03447687",2012-01-16,5.67,"A"
"USGS","03447687",2012-01-17,5.58,"A"
"USGS","03447687",2012-01-18,6.08,"A"
"USGS","03447687",2012-01-19,5.89,"A"
"USGS","03447687",2012-01-20,5.64,"A"
"USGS","03447687",2012-01-21,5.97,"A"
"USGS","03447687",2012-01-22,6.24,"A"
"USGS","03447687",2012-01-23,6.7,"A"
"USGS","03447687",2012-01-24,7.29,"A"
"USGS","03447687",2012-01-25,6.6,"A"
"USGS","03447687",2012-01-26,6.25,"A"
"USGS","03447687",2012-01-27,7.03,"A"
"USGS","03447687",2012-01-28,6.86,"A"
"USGS","03447687",2012-01-29,6.36,"A"
"USGS","03447687",2012-01-30,6.11,"A"
"USGS","03447687",2012-01-31,5.94,"A"
"USGS","03447687",2012-02-01,5.82,"A"
"USGS","03447687",2012-02-02,5.9,"A"
"USGS","03447687",2012-02-03,5.74,"A"
"USGS","03447687",2012-02-04,5.62,"A"
"USGS","03447687",2012-02-05,5.99,"A"
"USGS","03447687",2012-02-06,5.87,"A"
"USGS","03447687",2012-02-07,5.67,"A"
"USGS","03447687",2012-02-08,5.57,"A"
"USGS","03447687",2012-02-09,5.48,"A"
"USGS","03447687",2012-02-10,5.4,"A"
"USGS","03447687",2012-02-11,5.35,"A"
"USGS","03447687",2012-02-12,5.25,"A"
"USGS","03447687",2012-02-13,5.2,"A"
"USGS","03447687",2012-02-14,5.18,"A"
"USGS","03447687",2012-02-15,5.15,"A"
"USGS","03447687",2012-02-16,5.11,"A"
"USGS","03447687",2012-02-17,5.13,"A"
"USGS","03447687",2012-02-18,5.06,"A"
"USGS","03447687",2012-02-19,5.13,"A"
"USGS","03447687",2012-02-20,5.44,"A"
"USGS","03447687",2012-02-21,5.2,"A"
"USGS","03447687",2012-02-22,5.1,"A"
"USGS","03447687",2012-02-23,5.14,"A"
"USGS","03447687",2012-02-24,5.07,"A"
"USGS","03447687",2012-02-25,5,"A"
"USGS","03447687",2012-02-26,4.92,"A"
"USGS","03447687",2012-02-27,4.89,"A"
"USGS","03447687",2012-02-28,4.87,"A"
"USGS","03447687",2012-02-29,4.86,"A"
"USGS","03447687",2012-03-01,4.97,"A"
"USGS","03447687",2012-03-02,4.9,"A"
"USGS","03447687",2012-03-03,6.15,"A"
"USGS","03447687",2012-03-04,6.04,"A"
"USGS","03447687",2012-03-05,5.45,"A"
"USGS","03447687",2012-03-06,5.23,"A"
"USGS","03447687",2012-03-07,5.11,"A"
"USGS","03447687",2012-03-08,5.06,"A"
"USGS","03447687",2012-03-09,5.48,"A"
"USGS","03447687",2012-03-10,5.38,"A"
"USGS","03447687",2012-03-11,5.14,"A"
"USGS","03447687",2012-03-12,5.07,"A"
"USGS","03447687",2012-03-13,5.09,"A"
"USGS","03447687",2012-03-14,5.07,"A"
"USGS","03447687",2012-03-15,4.98,"A"
"USGS","03447687",2012-03-16,5.5,"A"
"USGS","03447687",2012-03-17,5.24,"A"
"USGS","03447687",2012-03-18,5.19,"A"
"USGS","03447687",2012-03-19,5.35,"A"
"USGS","03447687",2012-03-20,5.24,"A"
"USGS","03447687",2012-03-21,5.26,"A"
"USGS","03447687",2012-03-22,5.05,"A"
"USGS","03447687",2012-03-23,5.2,"A"
"USGS","03447687",2012-03-24,5.76,"A"
"USGS","03447687",2012-03-25,5.72,"A"
"USGS","03447687",2012-03-26,5.37,"A"
"USGS","03447687",2012-03-27,5.19,"A"
"USGS","03447687",2012-03-28,5.08,"A"
"USGS","03447687",2012-03-29,5.02,"A"
"USGS","03447687",2012-03-30,4.96,"A"
"USGS","03447687",2012-03-31,5.09,"A"
"USGS","03447687",2012-04-01,5.07,"A"
"USGS","03447687",2012-04-02,4.94,"A"
"USGS","03447687",2012-04-03,4.89,"A"
"USGS","03447687",2012-04-04,5.24,"A"
"USGS","03447687",2012-04-05,5.39,"A"
"USGS","03447687",2012-04-06,7.78,"A"
"USGS","03447687",2012-04-07,7.06,"A"
"USGS","03447687",2012-04-08,6.04,"A"
"USGS","03447687",2012-04-09,5.69,"A"
"USGS","03447687",2012-04-10,5.47,"A"
"USGS","03447687",2012-04-11,5.31,"A"
"USGS","03447687",2012-04-12,5.18,"A"
"USGS","03447687",2012-04-13,5.1,"A"
"USGS","03447687",2012-04-14,5.02,"A"
"USGS","03447687",2012-04-15,4.96,"A"
"USGS","03447687",2012-04-16,4.92,"A"
"USGS","03447687",2012-04-17,4.87,"A"
"USGS","03447687",2012-04-18,6.99,"A"
"USGS","03447687",2012-04-19,7.15,"A"
"USGS","03447687",2012-04-20,6.09,"A"
"USGS","03447687",2012-04-21,5.73,"A"
"USGS","03447687",2012-04-22,5.64,"A"
"USGS","03447687",2012-04-23,5.47,"A"
"USGS","03447687",2012-04-24,5.3,"A"
"USGS","03447687",2012-04-25,5.21,"A"
"USGS","03447687",2012-04-26,5.28,"A"
"USGS","03447687",2012-04-27,5.64,"A"
"USGS","03447687",2012-04-28,5.37,"A"
"USGS","03447687",2012-04-29,5.18,"A"
"USGS","03447687",2012-04-30,5.08,"A"
"USGS","03447687",2012-05-01,5.05,"A"
"USGS","03447687",2012-05-02,5.02,"A"
"USGS","03447687",2012-05-03,4.91,"A"
"USGS","03447687",2012-05-04,4.83,"A"
"USGS","03447687",2012-05-05,4.78,"A"
"USGS","03447687",2012-05-06,4.73,"A"
"USGS","03447687",2012-05-07,4.68,"A"
"USGS","03447687",2012-05-08,5.08,"A"
"USGS","03447687",2012-05-09,6.23,"A"
"USGS","03447687",2012-05-10,5.42,"A"
"USGS","03447687",2012-05-11,5.01,"A"
"USGS","03447687",2012-05-12,4.82,"A"
"USGS","03447687",2012-05-13,4.81,"A"
"USGS","03447687",2012-05-14,7.04,"A"
"USGS","03447687",2012-05-15,7.92,"A"
"USGS","03447687",2012-05-16,6.3,"A"
"USGS","03447687",2012-05-17,5.8,"A"
"USGS","03447687",2012-05-18,5.52,"A"
"USGS","03447687",2012-05-19,5.33,"A"
"USGS","03447687",2012-05-20,5.17,"A"
"USGS","03447687",2012-05-21,5.01,"A"
"USGS","03447687",2012-05-22,5.32,"A"
"USGS","03447687",2012-05-23,5.34,"A"
"USGS","03447687",2012-05-24,5.32,"A"
"USGS","03447687",2012-05-25,5.07,"A"
"USGS","03447687",2012-05-26,4.9,"A"
"USGS","03447687",2012-05-27,4.81,"A"
"USGS","03447687",2012-05-28,4.72,"A"
"USGS","03447687",2012-05-29,4.75,"A"
"USGS","03447687",2012-05-30,4.83,"A"
"USGS","03447687",2012-05-31,4.64,"A"
"USGS","03447687",2012-06-01,4.9,"A"
"USGS","03447687",2012-06-02,4.74,"A"
"USGS","03447687",2012-06-03,4.56,"A"
"USGS","03447687",2012-06-04,4.48,"A"
"USGS","03447687",2012-06-05,4.52,"A"
"USGS","03447687",2012-06-06,4.59,"A"
"USGS","03447687",2012-06-07,4.58,"A"
"USGS","03447687",2012-06-08,4.48,"A"
"USGS","03447687",2012-06-09,4.39,"A"
"USGS","03447687",2012-06-10,4.35,"A"
"USGS","03447687",2012-06-11,4.51,"A"
"USGS","03447687",2012-06-12,4.72,"A"
"USGS","03447687",2012-06-13,4.77,"A"
"USGS","03447687",2012-06-14,4.73,"A"
"USGS","03447687",2012-06-15,4.54,"A"
"USGS","03447687",2012-06-16,4.43,"A"
"USGS","03447687",2012-06-17,4.36,"A"
"USGS","03447687",2012-06-18,4.3,"A"
"USGS","03447687",2012-06-19,4.27,"A"
"USGS","03447687",2012-06-20,4.21,"A"
"USGS","03447687",2012-06-21,4.2,"A"
"USGS","03447687",2012-06-22,4.28,"A"
"USGS","03447687",2012-06-23,4.47,"A"
"USGS","03447687",2012-06-24,4.46,"A"
"USGS","03447687",2012-06-25,4.38,"A"
"USGS","03447687",2012-06-26,4.18,"A"
"USGS","03447687",2012-06-27,4.06,"A"
"USGS","03447687",2012-06-28,3.99,"A"
"USGS","03447687",2012-06-29,3.93,"A"
"USGS","03447687",2012-06-30,3.88,"A"
"USGS","03447687",2012-07-01,3.84,"A"
"USGS","03447687",2012-07-02,4.21,"A"
"USGS","03447687",2012-07-03,4.2,"A"
"USGS","03447687",2012-07-04,4.13,"A"
"USGS","03447687",2012-07-05,4.05,"A"
"USGS","03447687",2012-07-06,4.06,"A"
"USGS","03447687",2012-07-07,3.98,"A"
"USGS","03447687",2012-07-08,3.84,"A"
"USGS","03447687",2012-07-09,3.88,"A"
"USGS","03447687",2012-07-10,4.11,"A"
"USGS","03447687",2012-07-11,5.09,"A"
"USGS","03447687",2012-07-12,5.65,"A"
"USGS","03447687",2012-07-13,5.41,"A"
"USGS","03447687",2012-07-14,6.76,"A"
"USGS","03447687",2012-07-15,6.05,"A"
"USGS","03447687",2012-07-16,5.61,"A"
"USGS","03447687",2012-07-17,5.21,"A"
"USGS","03447687",2012-07-18,5.17,"A"
"USGS","03447687",2012-07-19,5.03,"A"
"USGS","03447687",2012-07-20,5.15,"A"
"USGS","03447687",2012-07-21,5.28,"A"
"USGS","03447687",2012-07-22,4.99,"A"
"USGS","03447687",2012-07-23,4.74,"A"
"USGS","03447687",2012-07-24,4.63,"A"
"USGS","03447687",2012-07-25,4.45,"A"
"USGS","03447687",2012-07-26,4.46,"A"
"USGS","03447687",2012-07-27,4.32,"A"
"USGS","03447687",2012-07-28,4.28,"A"
"USGS","03447687",2012-07-29,4.17,"A"
"USGS","03447687",2012-07-30,4.07,"A"
"USGS","03447687",2012-07-31,4.85,"A"
"USGS","03447687",2012-08-01,5.45,"A"
"USGS","03447687",2012-08-02,4.68,"A"
"USGS","03447687",2012-08-03,4.81,"A"
"USGS","03447687",2012-08-04,6.04,"A"
"USGS","03447687",2012-08-05,5.93,"A"
"USGS","03447687",2012-08-06,5.12,"A"
"USGS","03447687",2012-08-07,5.23,"A"
"USGS","03447687",2012-08-08,5.25,"A"
"USGS","03447687",2012-08-09,5.31,"A"
"USGS","03447687",2012-08-10,5.85,"A"
"USGS","03447687",2012-08-11,5.43,"A"
"USGS","03447687",2012-08-12,5.16,"A"
"USGS","03447687",2012-08-13,4.93,"A"
"USGS","03447687",2012-08-14,4.69,"A"
"USGS","03447687",2012-08-15,4.78,"A"
"USGS","03447687",2012-08-16,4.51,"A"
"USGS","03447687",2012-08-17,4.38,"A"
"USGS","03447687",2012-08-18,4.34,"A"
"USGS","03447687",2012-08-19,4.71,"A"
"USGS","03447687",2012-08-20,4.78,"A"
"USGS","03447687",2012-08-21,4.67,"A"
"USGS","03447687",2012-08-22,4.5,"A"
"USGS","03447687",2012-08-23,4.75,"A"
"USGS","03447687",2012-08-24,4.49,"A"
"USGS","03447687",2012-08-25,4.47,"A"
"USGS","03447687",2012-08-26,4.52,"A"
"USGS","03447687",2012-08-27,4.36,"A"
"USGS","03447687",2012-08-28,4.2,"A"
"USGS","03447687",2012-08-29,4.18,"A"
"USGS","03447687",2012-08-30,4.37,"A"
"USGS","03447687",2012-08-31,4.39,"A"
"USGS","03447687",2012-09-01,4.23,"A"
"USGS","03447687",2012-09-02,4.29,"A"
"USGS","03447687",2012-09-03,4.74,"A"
"USGS","03447687",2012-09-04,5.29,"A"
"USGS","03447687",2012-09-05,5.1,"A"
"USGS","03447687",2012-09-06,4.75,"A"
"USGS","03447687",2012-09-07,4.48,"A"
"USGS","03447687",2012-09-08,4.34,"A"
"USGS","03447687",2012-09-09,4.26,"A"
"USGS","03447687",2012-09-10,4.17,"A"
"USGS","03447687",2012-09-11,4.09,"A"
"USGS","03447687",2012-09-12,4.04,"A"
"USGS","03447687",2012-09-13,4,"A"
"USGS","03447687",2012-09-14,3.97,"A"
"USGS","03447687",2012-09-15,3.94,"A"
"USGS","03447687",2012-09-16,3.99,"A"
"USGS","03447687",2012-09-17,4.28,"A"
"USGS","03447687",2012-09-18,7.97,"A"
"USGS","03447687",2012-09-19,8.99,"A"
"USGS","03447687",2012-09-20,7.81,"A"
"USGS","03447687",2012-09-21,5.87,"A"
"USGS","03447687",2012-09-22,5.32,"A"
"USGS","03447687",2012-09-23,5.01,"A"
"USGS","03447687",2012-09-24,4.79,"A"
"USGS","03447687",2012-09-25,4.67,"A"
"USGS","03447687",2012-09-26,4.59,"A"
"USGS","03447687",2012-09-27,4.51,"A"
"USGS","03447687",2012-09-28,4.44,"A"
"USGS","03447687",2012-09-29,4.43,"A"
"USGS","03447687",2012-09-30,4.42,"A"
"USGS","03447687",2012-10-01,4.5,"A"
"USGS","03447687",2012-10-02,8.01,"A"
"USGS","03447687",2012-10-03,8.3,"A"
"USGS","03447687",2012-10-04,6.5,"A"
"USGS","03447687",2012-10-05,5.66,"A"
"USGS","03447687",2012-10-06,5.34,"A"
"USGS","03447687",2012-10-07,5.26,"A"
"USGS","03447687",2012-10-08,5.15,"A"
"USGS","03447687",2012-10-09,4.98,"A"
"USGS","03447687",2012-10-10,4.89,"A"
"USGS","03447687",2012-10-11,4.78,"A"
"USGS","03447687",2012-10-12,4.7,"A"
"USGS","03447687",2012-10-13,4.64,"A"
"USGS","03447687",2012-10-14,4.59,"A"
"USGS","03447687",2012-10-15,5.04,"A"
"USGS","03447687",2012-10-16,5.23,"A"
"USGS","03447687",2012-10-17,4.8,"A"
"USGS","03447687",2012-10-18,4.66,"A"
"USGS","03447687",2012-10-19,4.62,"A"
"USGS","03447687",2012-10-20,4.57,"A"
"USGS","03447687",2012-10-21,4.51,"A"
"USGS","03447687",2012-10-22,4.47,"A"
"USGS","03447687",2012-10-23,4.44,"A"
"USGS","03447687",2012-10-24,4.41,"A"
"USGS","03447687",2012-10-25,4.39,"A"
"USGS","03447687",2012-10-26,4.37,"A"
"USGS","03447687",2012-10-27,4.36,"A"
"USGS","03447687",2012-10-28,4.35,"A"
"USGS","03447687",2012-10-29,4.34,"A"
"USGS","03447687",2012-10-30,4.3,"A"
"USGS","03447687",2012-10-31,4.29,"A"
"USGS","03447687",2012-11-01,4.27,"A"
"USGS","03447687",2012-11-02,4.24,"A"
"USGS","03447687",2012-11-03,4.22,"A"
"USGS","03447687",2012-11-04,4.21,"A"
"USGS","03447687",2012-11-05,4.2,"A"
"USGS","03447687",2012-11-06,4.2,"A"
"USGS","03447687",2012-11-07,4.25,"A"
"USGS","03447687",2012-11-08,4.26,"A"
"USGS","03447687",2012-11-09,4.2,"A"
"USGS","03447687",2012-11-10,4.16,"A"
"USGS","03447687",2012-11-11,4.14,"A"
"USGS","03447687",2012-11-12,4.13,"A"
"USGS","03447687",2012-11-13,4.36,"A"
"USGS","03447687",2012-11-14,4.32,"A"
"USGS","03447687",2012-11-15,4.24,"A"
"USGS","03447687",2012-11-16,4.23,"A"
"USGS","03447687",2012-11-17,4.16,"A"
"USGS","03447687",2012-11-18,4.13,"A"
"USGS","03447687",2012-11-19,4.12,"A"
"USGS","03447687",2012-11-20,4.12,"A"
"USGS","03447687",2012-11-21,4.1,"A"
"USGS","03447687",2012-11-22,4.07,"A"
"USGS","03447687",2012-11-23,4.05,"A"
"USGS","03447687",2012-11-24,4.05,"A"
"USGS","03447687",2012-11-25,4.02,"A"
"USGS","03447687",2012-11-26,4.01,"A"
"USGS","03447687",2012-11-27,4,"A"
"USGS","03447687",2012-11-28,4,"A"
"USGS","03447687",2012-11-29,3.99,"A"
"USGS","03447687",2012-11-30,3.98,"A"
"USGS","03447687",2012-12-01,3.97,"A"
"USGS","03447687",2012-12-02,3.97,"A"
"USGS","03447687",2012-12-03,3.96,"A"
"USGS","03447687",2012-12-04,3.95,"A"
"USGS","03447687",2012-12-05,3.94,"A"
"USGS","03447687",2012-12-06,3.94,"A"
"USGS","03447687",2012-12-07,3.93,"A"
"USGS","03447687",2012-12-08,3.94,"A"
"USGS","03447687",2012-12-09,3.93,"A"
"USGS","03447687",2012-12-10,3.95,"A"
"USGS","03447687",2012-12-11,4.1,"A"
"USGS","03447687",2012-12-12,4.07,"A"
"USGS","03447687",2012-12-13,3.95,"A"
"USGS","03447687",2012-12-14,3.9,"A"
"USGS","03447687",2012-12-15,3.9,"A"
"USGS","03447687",2012-12-16,3.94,"A"
"USGS","03447687",2012-12-17,4.37,"A"
"USGS","03447687",2012-12-18,4.45,"A"
"USGS","03447687",2012-12-19,4.23,"A"
"USGS","03447687",2012-12-20,4.37,"A"
"USGS","03447687",2012-12-21,5.84,"A"
"USGS","03447687",2012-12-22,5.1,"A"
"USGS","03447687",2012-12-23,4.62,"A"
"USGS","03447687",2012-12-24,4.57,"A"
"USGS","03447687",2012-12-25,4.73,"A"
"USGS","03447687",2012-12-26,7.97,"A"
"USGS","03447687",2012-12-27,9.1,"A"
"USGS","03447687",2012-12-28,7.41,"A"
"USGS","03447687",2012-12-29,6.11,"A"
"USGS","03447687",2012-12-30,5.72,"A"
"USGS","03447687",2012-12-31,5.37,"A"
"USGS","03447687",2013-01-01,5.24,"A"
"USGS","03447687",2013-01-02,5.51,"A"
"USGS","03447687",2013-01-03,5.34,"A"
"USGS","03447687",2013-01-04,5.12,"A"
"USGS","03447687",2013-01-05,4.99,"A"
"USGS","03447687",2013-01-06,4.92,"A"
"USGS","03447687",2013-01-07,4.84,"A"
"USGS","03447687",2013-01-08,4.76,"A"
"USGS","03447687",2013-01-09,4.71,"A"
"USGS","03447687",2013-01-10,4.68,"A"
"USGS","03447687",2013-01-11,4.94,"A"
"USGS","03447687",2013-01-12,5.5,"A"
"USGS","03447687",2013-01-13,5.25,"A"
"USGS","03447687",2013-01-14,5.6,"A"
"USGS","03447687",2013-01-15,7.98,"A"
"USGS","03447687",2013-01-16,9.66,"A"
"USGS","03447687",2013-01-17,10.49,"A"
"USGS","03447687",2013-01-18,12.28,"A"
"USGS","03447687",2013-01-19,11.16,"A"
"USGS","03447687",2013-01-20,9.83,"A"
"USGS","03447687",2013-01-21,7.69,"A"
"USGS","03447687",2013-01-22,6.71,"A"
"USGS","03447687",2013-01-23,6.35,"A"
"USGS","03447687",2013-01-24,6.13,"A"
"USGS","03447687",2013-01-25,5.93,"A"
"USGS","03447687",2013-01-26,5.83,"A"
"USGS","03447687",2013-01-27,5.7,"A"
"USGS","03447687",2013-01-28,5.58,"A"
"USGS","03447687",2013-01-29,5.51,"A"
"USGS","03447687",2013-01-30,6.9,"A"
"USGS","03447687",2013-01-31,11.21,"A"
"USGS","03447687",2013-02-01,10.18,"A"
"USGS","03447687",2013-02-02,9.63,"A"
"USGS","03447687",2013-02-03,7.71,"A"
"USGS","03447687",2013-02-04,6.76,"A"
"USGS","03447687",2013-02-05,6.47,"A"
"USGS","03447687",2013-02-06,6.26,"A"
"USGS","03447687",2013-02-07,6.12,"A"
"USGS","03447687",2013-02-08,6.31,"A"
"USGS","03447687",2013-02-09,6.06,"A"
"USGS","03447687",2013-02-10,5.91,"A"
"USGS","03447687",2013-02-11,6.49,"A"
"USGS","03447687",2013-02-12,6.54,"A"
"USGS","03447687",2013-02-13,6.38,"A"
"USGS","03447687",2013-02-14,6.16,"A"
"USGS","03447687",2013-02-15,5.98,"A"
"USGS","03447687",2013-02-16,5.86,"A"
"USGS","03447687",2013-02-17,5.75,"A"
"USGS","03447687",2013-02-18,5.64,"A"
"USGS","03447687",2013-02-19,5.63,"A"
"USGS","03447687",2013-02-20,5.62,"A"
"USGS","03447687",2013-02-21,5.52,"A"
"USGS","03447687",2013-02-22,6.08,"A"
"USGS","03447687",2013-02-23,6.3,"A"
"USGS","03447687",2013-02-24,6.15,"A"
"USGS","03447687",2013-02-25,5.9,"A"
"USGS","03447687",2013-02-26,7.81,"A"
"USGS","03447687",2013-02-27,9.22,"A"
"USGS","03447687",2013-02-28,8.44,"A"
"USGS","03447687",2013-03-01,7.04,"A"
"USGS","03447687",2013-03-02,6.57,"A"
"USGS","03447687",2013-03-03,6.32,"A"
"USGS","03447687",2013-03-04,6.12,"A"
"USGS","03447687",2013-03-05,6.11,"A"
"USGS","03447687",2013-03-06,6.58,"A"
"USGS","03447687",2013-03-07,6.15,"A"
"USGS","03447687",2013-03-08,5.95,"A"
"USGS","03447687",2013-03-09,5.84,"A"
"USGS","03447687",2013-03-10,5.76,"A"
"USGS","03447687",2013-03-11,5.75,"A"
"USGS","03447687",2013-03-12,7.55,"A"
"USGS","03447687",2013-03-13,7.31,"A"
"USGS","03447687",2013-03-14,6.55,"A"
"USGS","03447687",2013-03-15,6.27,"A"
"USGS","03447687",2013-03-16,6.11,"A"
"USGS","03447687",2013-03-17,5.97,"A"
"USGS","03447687",2013-03-18,5.89,"A"
"USGS","03447687",2013-03-19,6.18,"A"
"USGS","03447687",2013-03-20,5.92,"A"
"USGS","03447687",2013-03-21,5.77,"A"
"USGS","03447687",2013-03-22,5.68,"A"
"USGS","03447687",2013-03-23,5.62,"A"
"USGS","03447687",2013-03-24,6.12,"A"
"USGS","03447687",2013-03-25,6.39,"A"
"USGS","03447687",2013-03-26,5.99,"A"
"USGS","03447687",2013-03-27,5.8,"A"
"USGS","03447687",2013-03-28,5.7,"A"
"USGS","03447687",2013-03-29,5.63,"A"
"USGS","03447687",2013-03-30,5.61,"A"
"USGS","03447687",2013-03-31,5.68,"A"
"USGS","03447687",2013-04-01,5.7,"A"
"USGS","03447687",2013-04-02,5.54,"A"
"USGS","03447687",2013-04-03,5.44,"A"
"USGS","03447687",2013-04-04,5.61,"A"
"USGS","03447687",2013-04-05,6.14,"A"
"USGS","03447687",2013-04-06,5.78,"A"
"USGS","03447687",2013-04-07,5.6,"A"
"USGS","03447687",2013-04-08,5.52,"A"
"USGS","03447687",2013-04-09,5.45,"A"
"USGS","03447687",2013-04-10,5.4,"A"
"USGS","03447687",2013-04-11,5.36,"A"
"USGS","03447687",2013-04-12,8.07,"A"
"USGS","03447687",2013-04-13,8.19,"A"
"USGS","03447687",2013-04-14,6.96,"A"
"USGS","03447687",2013-04-15,6.53,"A"
"USGS","03447687",2013-04-16,6.37,"A"
"USGS","03447687",2013-04-17,6.39,"A"
"USGS","03447687",2013-04-18,6.68,"A"
"USGS","03447687",2013-04-19,6.64,"A"
"USGS","03447687",2013-04-20,7.77,"A"
"USGS","03447687",2013-04-21,7.13,"A"
"USGS","03447687",2013-04-22,6.6,"A"
"USGS","03447687",2013-04-23,6.35,"A"
"USGS","03447687",2013-04-24,6.18,"A"
"USGS","03447687",2013-04-25,6.05,"A"
"USGS","03447687",2013-04-26,5.9,"A"
"USGS","03447687",2013-04-27,5.94,"A"
"USGS","03447687",2013-04-28,7.78,"A"
"USGS","03447687",2013-04-29,10.06,"A"
"USGS","03447687",2013-04-30,9.32,"A"
"USGS","03447687",2013-05-01,7.57,"A"
"USGS","03447687",2013-05-02,6.93,"A"
"USGS","03447687",2013-05-03,6.73,"A"
"USGS","03447687",2013-05-04,6.6,"A"
"USGS","03447687",2013-05-05,10.21,"A"
"USGS","03447687",2013-05-06,15.13,"A"
"USGS","03447687",2013-05-07,14.46,"A"
"USGS","03447687",2013-05-08,12.37,"A"
"USGS","03447687",2013-05-09,10.42,"A"
"USGS","03447687",2013-05-10,8.63,"A"
"USGS","03447687",2013-05-11,7.72,"A"
"USGS","03447687",2013-05-12,7.46,"A"
"USGS","03447687",2013-05-13,7.08,"A"
"USGS","03447687",2013-05-14,6.86,"A"
"USGS","03447687",2013-05-15,6.71,"A"
"USGS","03447687",2013-05-16,6.57,"A"
"USGS","03447687",2013-05-17,6.44,"A"
"USGS","03447687",2013-05-18,7.17,"A"
"USGS","03447687",2013-05-19,7.23,"A"
"USGS","03447687",2013-05-20,6.76,"A"
"USGS","03447687",2013-05-21,6.64,"A"
"USGS","03447687",2013-05-22,6.75,"A"
"USGS","03447687",2013-05-23,7.22,"A"
"USGS","03447687",2013-05-24,6.76,"A"
"USGS","03447687",2013-05-25,6.38,"A"
"USGS","03447687",2013-05-26,6.22,"A"
"USGS","03447687",2013-05-27,6.11,"A"
"USGS","03447687",2013-05-28,5.98,"A"
"USGS","03447687",2013-05-29,5.88,"A"
"USGS","03447687",2013-05-30,5.79,"A"
"USGS","03447687",2013-05-31,5.72,"A"
"USGS","03447687",2013-06-01,5.66,"A"
"USGS","03447687",2013-06-02,6.1,"A"
"USGS","03447687",2013-06-03,7.11,"A"
"USGS","03447687",2013-06-04,6.12,"A"
"USGS","03447687",2013-06-05,5.85,"A"
"USGS","03447687",2013-06-06,6.6,"A"
"USGS","03447687",2013-06-07,7.02,"A"
"USGS","03447687",2013-06-08,7.55,"A"
"USGS","03447687",2013-06-09,6.73,"A"
"USGS","03447687",2013-06-10,9.66,"A"
"USGS","03447687",2013-06-11,9.75,"A"
"USGS","03447687",2013-06-12,8.81,"A"
"USGS","03447687",2013-06-13,7.28,"A"
"USGS","03447687",2013-06-14,6.76,"A"
"USGS","03447687",2013-06-15,6.43,"A"
"USGS","03447687",2013-06-16,6.22,"A"
"USGS","03447687",2013-06-17,6.15,"A"
"USGS","03447687",2013-06-18,6.48,"A"
"USGS","03447687",2013-06-19,6.22,"A"
"USGS","03447687",2013-06-20,5.96,"A"
"USGS","03447687",2013-06-21,5.83,"A"
"USGS","03447687",2013-06-22,5.72,"A"
"USGS","03447687",2013-06-23,5.63,"A"
"USGS","03447687",2013-06-24,6.31,"A"
"USGS","03447687",2013-06-25,6.43,"A"
"USGS","03447687",2013-06-26,6.18,"A"
"USGS","03447687",2013-06-27,5.95,"A"
"USGS","03447687",2013-06-28,5.78,"A"
"USGS","03447687",2013-06-29,5.64,"A"
"USGS","03447687",2013-06-30,5.5,"A"
"USGS","03447687",2013-07-01,5.97,"A"
"USGS","03447687",2013-07-02,7.71,"A"
"USGS","03447687",2013-07-03,8.63,"A"
"USGS","03447687",2013-07-04,12.25,"A"
"USGS","03447687",2013-07-05,13.74,"A"
"USGS","03447687",2013-07-06,14.57,"A"
"USGS","03447687",2013-07-07,14.3,"A"
"USGS","03447687",2013-07-08,12.64,"A"
"USGS","03447687",2013-07-09,11.12,"A"
"USGS","03447687",2013-07-10,10.38,"A"
"USGS","03447687",2013-07-11,10.35,"A"
"USGS","03447687",2013-07-12,9.11,"A"
"USGS","03447687",2013-07-13,8.48,"A"
"USGS","03447687",2013-07-14,8.84,"A"
"USGS","03447687",2013-07-15,9.22,"A"
